Reference Number,Included?,Authors,Article Title,Source Title,Publication Year,Volume,Page/Article Number,DOI
2265,N,"PANKAKOSKI, E",EPIGENETIC ASYMMETRY AS AN ECOLOGICAL INDICATOR IN MUSKRATS,JOURNAL OF MAMMALOGY,1985,66,52-57,10.2307/1380955
2266,N,"Parejo-Farnes, C.; Aparicio, A.; Albaladejo, R. G.",An approach to the ecological epigenetics in plants,ECOSISTEMAS,2019,28,69-74,10.7818/ECOS.1605
2267,N,"Parisod, Christian; Salmon, Armel; Zerjal, Tatiana; Tenaillon, Maud; Grandbastien, Marie-Angele; Ainouche, Malika",Rapid structural and epigenetic reorganization near transposable elements in hybrid and allopolyploid genomes in Spartina,NEW PHYTOLOGIST,2009,184,1003-1015,10.1111/j.1469-8137.2009.03029.x
2268,N,"Pascual, Jesus; Jesus Canal, Maria; Correia, Barbara; Escandon, Monica; Hasbun, Rodrigo; Meijon, Monica; Pinto, Gloria; Valledor, Luis",Can Epigenetics Help Forest Plants to Adapt to Climate Change?,EPIGENETICS IN PLANTS OF AGRONOMIC IMPORTANCE: FUNDAMENTALS AND APPLICATIONS: TRANSCRIPTIONAL REGULATION AND CHROMATIN REMODELLING IN PLANTS,2014,,125-146,10.1007/978-3-319-07971-4_8
2269,N,"Patzak, Josef; Henychova, Alena; Svoboda, Petr; Malirova, Ivana",Assessment of epigenetic methylation changes in hop (Humulus lupulus) plants obtained by meristem culture,CZECH JOURNAL OF GENETICS AND PLANT BREEDING,2020,56,159-164,10.17221/27/2020-CJGPB
2270,N,"Pei, Liuling; Zhang, Lin; Li, Jianying; Shen, Chao; Qiu, Ping; Tu, Lili; Zhang, Xianlong; Wang, Maojun",Tracing the origin and evolution history of methylation-related genes in plants,BMC PLANT BIOLOGY,2019,19,307,10.1186/s12870-019-1923-7
2271,N,"Pembrey, Marcus E.",Does cross-generational epigenetic inheritance contribute to cultural continuity ?,ENVIRONMENTAL EPIGENETICS,2018,4,dvy004,10.1093/eep/dvy004
2272,N,"Penny, David","Epigenetics, Darwin, and Lamarck",GENOME BIOLOGY AND EVOLUTION,2015,7,1758-1760,10.1093/gbe/evv107
2273,Y,"Perrin, Cecile; Lepesant, Julie M. J.; Roger, Emmanuel; Duval, David; Fneich, Sara; Thuillier, Virginie; Alliene, Jean-Francois; Mitta, Guillaume; Grunau, Christoph; Cosseau, Celine",Schistosoma mansoni Mucin Gene (SmPoMuc) Expression: Epigenetic Control to Shape Adaptation to a New Host,PLOS PATHOGENS,2013,9,e1003571,10.1371/journal.ppat.1003571
2274,N,"Plitta-Michalak, Beata P.; Naskret-Barciszewska, Miroslawa Z.; Barciszewski, Jan; Chmielarz, Pawel; Michalak, Marcin",Epigenetic Integrity of Orthodox Seeds Stored under Conventional and Cryogenic Conditions,FORESTS,2021,12,288,10.3390/f12030288
2275,N,"Plitta, Beata P.; Michalak, Marcin; Naskret-Barciszewska, Miroslawa Z.; Barciszewski, Jan; Chmielarz, Pawel",DNA methylation of Quercus robur L. plumules following cryo-pretreatment and cryopreservation,PLANT CELL TISSUE AND ORGAN CULTURE,2014,117,31-37,10.1007/s11240-013-0417-9
2276,N,"Pomraning, Kyle R.; Connolly, Lanelle R.; Whalen, Joseph P.; Smith, Kristina M.; Freitag, Michael","Repeat-induced Point Mutation, DNA Methylation and Heterochromatin in Gibberella zeae (Anamorph: Fusarium graminearum)","FUSARIUM: GENOMICS, MOLECULAR AND CELLULAR BIOLOGY",2013,,93-109,
2277,N,"Prendergast, James G. D.; Chambers, Emily V.; Semple, Colin A. M.",Sequence-Level Mechanisms of Human Epigenome Evolution,GENOME BIOLOGY AND EVOLUTION,2014,6,1758-1771,10.1093/gbe/evu142
2278,N,"PROLS, F; MEYER, P",THE METHYLATION PATTERNS OF CHROMOSOMAL INTEGRATION REGIONS INFLUENCE GENE ACTIVITY OF TRANSFERRED DNA IN PETUNIA-HYBRIDA,PLANT JOURNAL,1992,2,465-475,
2279,N,"Provataris, Panagiotis; Meusemann, Karen; Niehuis, Oliver; Grath, Sonja; Misof, Bernhard",Signatures o DNA Methylation across Insects Suggest Reduced DNA Methylation Levels in Holometabola,GENOME BIOLOGY AND EVOLUTION,2018,10,1185-1197,10.1093/gbe/evy066
2280,N,"Provenzano, Sofia; Spelt, Cornelis; Hosokawa, Satoko; Nakamura, Noriko; Brugliera, Filippa; Demelis, Linda; Geerke, Daan P.; Schubert, Andrea; Tanaka, Yoshikazu; Quattrocchio, Francesca; Koes, Ronald",Genetic Control and Evolution of Anthocyanin Methylation,PLANT PHYSIOLOGY,2014,165,962-977,10.1104/pp.113.234526
2281,N,"Purwanto, Ratmoyo; Hori, Kentaro; Yamada, Yasuyuki; Sato, Fumihiko",Unraveling Additional O-Methylation Steps in Benzylisoquinoline Alkaloid Biosynthesis in California Poppy (Eschscholzia californica),PLANT AND CELL PHYSIOLOGY,2017,58,1528-1540,10.1093/pcp/pcx093
2282,N,"Qin, Qinbo; Wang, Chongqing; Zhou, Yuwei; Qin, Huan; Zhao, Chun; Yang, Li; Yu, Tingting; Liu, Shaojun",Rapid Genomic and Epigenetic Alterations in Gynogenetic Carassius auratus Red Var. Derived from Distant Hybridization,MARINE BIOTECHNOLOGY,2020,22,433-442,10.1007/s10126-020-09963-6
2283,N,"Ragsdale, Gillian; Foley, Robert A.",Epigenetics and the Evolution of Human Social Cognition,EVOLUTION OF PRIMATE SOCIAL COGNITION,2018,5,163-179,10.1007/978-3-319-93776-2_11
2284,N,"Rahikainen, Moona; Trotta, Andrea; Alegre, Sara; Pascual, Jesus; Vuorinen, Katariina; Overmyer, Kirk; Moffatt, Barbara; Ravanel, Stephane; Glawischnig, Erich; Kangasjarvi, Saijaliisa",PP2A-B 'gamma modulates foliar trans-methylation capacity and the formation of 4-methoxy-indol-3-yl-methyl glucosinolate in Arabidopsis leaves,PLANT JOURNAL,2017,89,112-127,10.1111/tpj.13326
2285,N,"Rawoof, Abdul; Ahmad, Ilyas; Ramchiary, Nirala",Epigenome Landscape in Capsicum Genome,CAPSICUM GENOME,2019,,187-199,10.1007/978-3-319-97217-6_11
2286,N,"RAYNER, ADM; RAMSDALE, M; WATKINS, ZR",ORIGINS AND SIGNIFICANCE OF GENETIC AND EPIGENETIC INSTABILITY IN MYCELIAL SYSTEMS,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1995,73,S1241-S1248,
2287,N,"Rey, Olivier; Eizaguirre, Christophe; Angers, Bernard; Baltazar-Soares, Miguel; Sagonas, Kostas; Prunier, Jerome G.; Blanchet, Simon",Linking epigenetics and biological conservation: Towards a conservation epigenetics perspective,FUNCTIONAL ECOLOGY,2020,34,414-427,10.1111/1365-2435.13429
2288,N,"Ricci, C; Santo, N; Radaelli, E; Bolzern, AM",Epigenetic inheritance systems in bdelloid rotifers. I. Maternal-age-related biochemical effects,ITALIAN JOURNAL OF ZOOLOGY,1999,66,333-339,10.1080/11250009909356274
2289,N,"Riviere, Guillaume; Wu, Guan-Chung; Fellous, Alexandre; Goux, Didier; Sourdaine, Pascal; Favrel, Pascal",DNA Methylation Is Crucial for the Early Development in the Oyster C. gigas,MARINE BIOTECHNOLOGY,2013,15,739-753,10.1007/s10126-013-9523-2
2290,N,"Robinson, K. L.; Tohidi-Esfahani, D.; Ponton, F.; Simpson, S. J.; Sword, G. A.; Lo, N.",Alternative migratory locust phenotypes are associated with differences in the expression of genes encoding the methylation machinery,INSECT MOLECULAR BIOLOGY,2016,25,105-115,10.1111/imb.12203
2291,N,"Rodor, Julie; Jobet, Edouard; Bizarro, Jonathan; Vignols, Florence; Carles, Cristel; Suzuki, Takamasa; Nakamura, Kenzo; Echeverria, Manuel","AtNUFIP, an essential protein for plant development, reveals the impact of snoRNA gene organisation on the assembly of snoRNPs and rRNA methylation in Arabidopsis thaliana",PLANT JOURNAL,2011,65,807-819,10.1111/j.1365-313X.2010.04468.x
2292,N,"Rodrigues, JCM; Koltunow, AMG",Epigenetic aspects of sexual and asexual seed development,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,2005,47,37-49,
2293,Y,"Rodriguez-Casariego, Javier A.; Mercado-Molina, Alex E.; Garcia-Souto, Daniel; Ortiz-Rivera, Ivanna M.; Lopes, Christian; Baums, Iliana B.; Sabat, Alberto M.; Eirin-Lopez, Jose M.",Genome-Wide DNA Methylation Analysis Reveals a Conserved Epigenetic Response to Seasonal Environmental Variation in the Staghorn Coral Acropora cervicornis,FRONTIERS IN MARINE SCIENCE,2020,7,560424,10.3389/fmars.2020.560424
2294,N,"Rodriguez-Leal, Daniel; Leon-Martinez, Gloria; Abad-Vivero, Ursula; Vielle-Calzada, Jean-Philippe",Natural Variation in Epigenetic Pathways Affects the Specification of Female Gamete Precursors in Arabidopsis,PLANT CELL,2015,27,1034-1045,10.1105/tpc.114.133009
2295,N,"Rodriguez-Negrete, Edgar; Lozano-Duran, Rosa; Piedra-Aguilera, Alvaro; Cruzado, Lucia; Bejarano, Eduardo R.; Castillo, Araceli G.",Geminivirus Rep protein interferes with the plant DNA methylation machinery and suppresses transcriptional gene silencing,NEW PHYTOLOGIST,2013,199,464-475,10.1111/nph.12286
2296,Y,"Rois, Ana Sofia; Rodriguez Lopez, Carlos M.; Cortinhas, Ana; Erben, Matthias; Espirito-Santo, Dalila; Wilkinson, Michael J.; Caperta, Ana D.",Epigenetic rather than genetic factors may explain phenotypic divergence between coastal populations of diploid and tetraploid Limonium spp. (Plumbaginaceae) in Portugal,BMC PLANT BIOLOGY,2013,13,205,10.1186/1471-2229-13-205
2297,Y,"Rondon, Rodolfo; Grunau, Christoph; Fallet, Manon; Charlemagne, Nicolas; Sussarellu, Rossana; Chaparro, Cristian; Montagnani, Caroline; Mitta, Guillaume; Bachere, Evelyne; Akcha, Farida; Cosseau, Celine",Effects of a parental exposure to diuron on Pacific oyster spat methylome,ENVIRONMENTAL EPIGENETICS,2017,3,dvx004,10.1093/eep/dvx004
2298,Y,"Rothkegel, Karin; Sanchez, Evelyn; Montes, Christian; Greve, Macarena; Tapia, Sebastian; Bravo, Soraya; Prieto, Humberto; Miyasaka Almeida, Andrea",DNA methylation and small interference RNAs participate in the regulation of MADS-box genes involved in dormancy in sweet cherry (Prunus avium L.),TREE PHYSIOLOGY,2017,37,1739-1751,10.1093/treephys/tpx055
2299,Y,"Rothkegel, Karin; Sandoval, Paula; Soto, Esteban; Ulloa, Lissette; Riveros, Anibal; Lillo-Carmona, Victoria; Caceres-Molina, Javier; Almeida, Andrea Miyasaka; Meneses, Claudio",Dormant but Active: Chilling Accumulation Modulates the Epigenome and Transcriptome ofPrunus aviumDuring Bud Dormancy,FRONTIERS IN PLANT SCIENCE,2020,11,1115,10.3389/fpls.2020.01115
2300,N,"Ruzicka, Kamil; Zhang, Mi; Campilho, Ana; Bodi, Zsuzsanna; Kashif, Muhammad; Saleh, Maria; Eeckhout, Dominique; El-Showk, Sedeer; Li, Hongying; Zhong, Silin; De Jaeger, Geert; Mongan, Nigel P.; Hejatko, Jan; Helariutta, Yka; Fray, Rupert G.",Identification of factors required for m(6)A mRNA methylation in Arabidopsis reveals a role for the conserved E3 ubiquitin ligase HAKAI,NEW PHYTOLOGIST,2017,215,157-172,10.1111/nph.14586
2301,Y,"Ryu, Taewoo; Veilleux, Heather D.; Munday, Philip L.; Jung, Imgook; Donelson, Jennifer M.; Ravasi, Timothy",An Epigenetic Signature for Within-Generational Plasticity of a Reef Fish to Ocean Warming,FRONTIERS IN MARINE SCIENCE,2020,7,284,10.3389/fmars.2020.00284
2302,N,"Sabbione, Agustin; Daurelio, Lucas; Vegetti, Abelardo; Talon, Manuel; Tadeo, Francisco; Dotto, Marcela","Genome-wide analysis of AGO, DCL and RDR gene families reveals RNA-directed DNA methylation is involved in fruit abscission in Citrus sinensis",BMC PLANT BIOLOGY,2019,19,401,10.1186/s12870-019-1998-1
2303,Y,"Sagonas, Kostas; Meyer, Britta S.; Kaufmann, Joshka; Lenz, Tobias L.; Haesler, Robert; Eizaguirre, Christophe",Experimental Parasite Infection Causes Genome-Wide Changes in DNA Methylation,MOLECULAR BIOLOGY AND EVOLUTION,2020,37,2287-2299,10.1093/molbev/msaa084
2304,Y,"Salmon, A; Ainouche, ML; Wendel, JF",Genetic and epigenetic consequences of recent hybridization and polyploidy in Spartina (Poaceae),MOLECULAR ECOLOGY,2005,14,1163-1175,10.1111/j.1365-294X.2005.02488.x
2305,N,"Salmon, Armel; Clotault, Jeremy; Jenczewski, Eric; Chable, Veronique; Manzanares-Dauleux, Maria J.",Brassica oleracea displays a high level of DNA methylation polymorphism,PLANT SCIENCE,2008,174,61-70,10.1016/j.plantsci.2007.09.012
2306,N,"Samarth; Kelly, Dave; Turnbull, Matthew H.; Jameson, Paula E.",Molecular control of masting: an introduction to an epigenetic summer memory,ANNALS OF BOTANY,2020,125,851-858,10.1093/aob/mcaa004
2307,N,"Sanchez-Martin, Francisco Javier; Lindquist, Diana M.; Landero-Figueroa, Julio; Zhang, Xiang; Chen, Jing; Cecil, Kim M.; Medvedovic, Mario; Puga, Alvaro",Sex- and tissue-specific methylome changes in brains of mice perinatally exposed to lead,NEUROTOXICOLOGY,2015,46,92-100,10.1016/j.neuro.2014.12.004
2308,N,"Sanders, Dean; Qian, Shuiming; Fieweger, Rachael; Lu, Li; Dowell, James A.; Denu, John M.; Zhong, Xuehua",Histone Lysine-to-Methionine Mutations Reduce Histone Methylation and Cause Developmental Pleiotropy,PLANT PHYSIOLOGY,2017,173,2243-2252,10.1104/pp.16.01499
2309,Y,"Sarma, Roshmi R.; Edwards, Richard J.; Crino, Ondi L.; Eyck, Harrison J. F.; Waters, Paul D.; Crossland, Michael R.; Shine, Richard; Rollins, Lee A.",Do Epigenetic Changes Drive Corticosterone Responses to Alarm Cues in Larvae of an Invasive Amphibian?,INTEGRATIVE AND COMPARATIVE BIOLOGY,2020,60,1481-1494,10.1093/icb/icaa082
2310,N,"Sasaki, Taku; Kobayashi, Akie; Saze, Hidetoshi; Kakutani, Tetsuji",RNAi-independent de novo DNA methylation revealed in Arabidopsis mutants of chromatin remodeling gene DDM1,PLANT JOURNAL,2012,70,750-758,10.1111/j.1365-313X.2012.04911.x
2311,N,"Schellenbaum, Paul; Mohler, Volker; Wenzel, Gerhard; Walter, Bernard",Variation in DNA methylation patterns of grapevine somaclones (Vitis vinifera L.),BMC PLANT BIOLOGY,2008,8,78,10.1186/1471-2229-8-78
2312,N,"Schrey, Aaron W.; Alvarez, Mariano; Foust, Christy M.; Kilvitis, Holly J.; Lee, Jacob D.; Liebl, Andrea L.; Martin, Lynn B.; Richards, Christina L.; Robertson, Marta",Ecological Epigenetics: Beyond MS-AFLP,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,53,340-350,10.1093/icb/ict012
2313,N,"Schrey, Aaron W.; Banta, Joshua; Kilvitis, Holly J.; Richards, Christina L.",THE ROLE OF ECOLOGICAL EPIGENETICS IN INTEGRATIVE BIOLOGY,INTEGRATIVE ORGANISMAL BIOLOGY,2015,,109-118,
2314,Y,"Schrey, Aaron W.; Robbins, Travis R.; Lee, Jacob; Dukes, David W., Jr.; Ragsdale, Alexandria K.; Thawley, Christopher J.; Langkilde, Tracy",Epigenetic response to environmental change: DNA methylation varies with invasion status,ENVIRONMENTAL EPIGENETICS,2016,2,dvw008,10.1093/eep/dvw008
2315,N,"Schroder, G; Wehinger, E; Lukacin, R; Wellmann, F; Seefelder, W; Schwab, W; Schroder, J","Flavonoid methylation: a novel 4 '-O-methyltransferase from Catharanthus roseus, and evidence that partially methylated flavanones are substrates of four different flavonoid dioxygenases",PHYTOCHEMISTRY,2004,65,1085-1094,10.1016/j.phytochem.2004.02.010
2316,N,"Schwichtenberg, Katrin; Wenke, Torsten; Zakrzewski, Falk; Seibt, Kathrin M.; Minoche, Andre; Dohm, Juliane C.; Weisshaar, Bernd; Himmelbauer, Heinz; Schmidt, Thomas","Diversification, evolution and methylation of short interspersed nuclear element families in sugar beet and related Amaranthaceae species",PLANT JOURNAL,2016,85,229-244,10.1111/tpj.13103
2317,N,"Schwope, Rachel M.; Chalker, Douglas L.",Mutations in Pdd1 Reveal Distinct Requirements for Its Chromodomain and Chromoshadow Domain in Directing Histone Methylation and Heterochromatin Elimination,EUKARYOTIC CELL,2014,13,190-201,10.1128/EC.00219-13
2318,N,"Scott, Bobby R.; Belinsky, Steven A.; Leng, Shuguang; Lin, Yong; Wilder, Julie A.; Damiani, Leah A.",RADIATION-STIMULATED EPIGENETIC REPROGRAMMING OF ADAPTIVE-RESPONSE GENES IN THE LUNG: AN EVOLUTIONARY GIFT FOR MOUNTING ADAPTIVE PROTECTION AGAINST LUNG CANCER,DOSE-RESPONSE,2009,7,104-131,10.2203/dose-response.08-016.Scott
2319,N,"Scoville, Alison G.; Barnett, Laryssa L.; Bodbyl-Roels, Sarah; Kelly, John K.; Hileman, Lena C.",Differential regulation of a MYB transcription factor is correlated with transgenerational epigenetic inheritance of trichome density in Mimulus guttatus,NEW PHYTOLOGIST,2011,191,251-263,10.1111/j.1469-8137.2011.03656.x
2320,N,"Seymour, Danelle K.; Gaut, Brandon S.",Phylogenetic Shifts in Gene Body Methylation Correlate with Gene Expression and Reflect Trait Conservation,MOLECULAR BIOLOGY AND EVOLUTION,2020,37,31-43,10.1093/molbev/msz195
2321,N,"Shaked, H; Kashkush, K; Ozkan, H; Feldman, M; Levy, AA",Sequence elimination and cytosine methylation are rapid and reproducible responses of the genome to wide hybridization and allopolyploidy in wheat,PLANT CELL,2001,13,1749-1759,10.1105/TPC.010083
2322,N,"Shell, Scarlet S.; Prestwich, Erin G.; Baek, Seung-Hun; Shah, Rupal R.; Sassetti, Christopher M.; Dedon, Peter C.; Fortune, Sarah M.",DNA Methylation Impacts Gene Expression and Ensures Hypoxic Survival of Mycobacterium tuberculosis,PLOS PATHOGENS,2013,9,e1003419,10.1371/journal.ppat.1003419
2323,N,"Shi, Yuan-Yuan; Liu, Hao; Qiu, Ya-Feng; Ma, Zhi-Yong; Zeng, Zhi-Jiang",DNA methylation comparison between 4-day-old queen and worker larvae of honey bee,JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,2017,20,299-303,10.1016/j.aspen.2017.01.014
2324,N,"Shilo, Shay; Melamed-Bessudo, Cathy; Dorone, Yanniv; Barkai, Naama; Levy, Avraham A.",DNA Crossover Motifs Associated with Epigenetic Modifications Delineate Open Chromatin Regions in Arabidopsis,PLANT CELL,2015,27,2427-2436,10.1105/tpc.15.00391
2325,N,"Shitsukawa, Naoki; Tahira, Chikako; Kassai, Ken-ichiro; Hirabayashi, Chizuru; Shimizu, Tomoaki; Takumi, Shigeo; Mochida, Keiichi; Kawaura, Kanako; Ogihara, Yasunari; Murai, Koji",Genetic and epigenetic alteration among three homoeologous genes of a class E MADS box gene in hexaploid wheat,PLANT CELL,2007,19,1723-1737,10.1105/tpc.107.051813
2326,N,"Simo-Mirabet, Paula; Perera, Erick; Calduch-Giner, Josep Alvar; Perez-Sanchez, Jaume",Local DNA methylation helps to regulate muscle sirtuin 1 gene expression across seasons and advancing age in gilthead sea bream (Sparus aurata),FRONTIERS IN ZOOLOGY,2020,17,15,10.1186/s12983-020-00361-1
2327,N,"Sizmur, Tom; Canario, Joao; Edmonds, Samuel; Godfrey, Adam; O'Driscoll, Nelson J.",The polychaete worm Nereis diversicolor increases mercury lability and methylation in intertidal mudflats,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,2013,32,1888-1895,10.1002/etc.2264
2328,N,"Skinner, Michael K.",Environmental Epigenetics and a Unified Theory of the Molecular Aspects of Evolution: A Neo-Lamarckian Concept that Facilitates Neo-Darwinian Evolution,GENOME BIOLOGY AND EVOLUTION,2015,7,1296-1302,10.1093/gbe/evv073
2329,Y,"Skinner, Michael K.; Gurerrero-Bosagna, Carlos; Haque, M. Muksitul; Nilsson, Eric E.; Koop, Jennifer A. H.; Knutie, Sarah A.; Clayton, Dale H.",Epigenetics and the Evolution of Darwin's Finches,GENOME BIOLOGY AND EVOLUTION,2014,6,1972-1989,10.1093/gbe/evu158
2330,N,"Skjaerven, Kaja H.; Hamre, Kristin; Penglase, Samuel; Finn, Roderick Nigel; Olsvik, Pal A.",Thermal stress alters expression of genes involved in one carbon and DNA methylation pathways in Atlantic cod embryos,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,2014,173,17-27,10.1016/j.cbpa.2014.03.003
2331,N,"Smith, Chelsea M.; Vera, Madeline K. M.; Bhandari, Ramji K.",Developmental and epigenetic effects of Roundup and glyphosate exposure on Japanese medaka (Oryzias latipes),AQUATIC TOXICOLOGY,2019,210,215-226,10.1016/j.aquatox.2019.03.005
2332,N,"Smykal, P.; Valledor, L.; Rodriguez, R.; Griga, M.",Assessment of genetic and epigenetic stability in long-term in vitro shoot culture of pea (Pisum sativum L.),PLANT CELL REPORTS,2007,26,1985-1998,10.1007/s00299-007-0413-9
2333,N,"Sommaggio, Daniele; Fusco, Giuseppe; Uliana, Marco; Minelli, Alessandro",Possible Epigenetic Origin of a Recurrent Gynandromorph Pattern in Megachile Wild Bees,INSECTS,2021,12,437,10.3390/insects12050437
2334,N,"Srikant, Thanvi; Drost, Hajk-Georg",How Stress Facilitates Phenotypic Innovation Through Epigenetic Diversity,FRONTIERS IN PLANT SCIENCE,2021,11,606800,10.3389/fpls.2020.606800
2335,Y,"Standage, Daniel S.; Berens, Ali J.; Glastad, Karl M.; Severin, Andrew J.; Brendel, Volker P.; Toth, Amy L.","EPIGENETICS STUDIES IN ECOLOGY AND EVOLUTION Genome, transcriptome and methylome sequencing of a primitively eusocial wasp reveal a greatly reduced DNA methylation system in a social insect",MOLECULAR ECOLOGY,2016,25,1769-1784,10.1111/mec.13578
2336,N,"Stevenson, John S.; Liu, Haoping",Nucleosome Assembly Factors CAF-1 and HIR Modulate Epigenetic Switching Frequencies in an H3K56 Acetylation-Associated Manner in Candida albicans,EUKARYOTIC CELL,2013,12,591-603,10.1128/EC.00334-12
2337,N,"Striedter, GF",Stepping into the same river twice: Homologues as recurring attractors in epigenetic landscapes,BRAIN BEHAVIOR AND EVOLUTION,1998,52,218-231,10.1159/000006565
