Reference Number,Included?,Authors,Article Title,Source Title,Publication Year,Volume,Page/Article Number,DOI
105,N,"Newman, Stuart A.; Muller, Gerd B.",Origination and innovation in the vertebrate limb skeleton: An epigenetic perspective,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,2005,304,593-609,10.1002/jez.b.21066
106,N,"Chen, Bing; Li, Shaoqin; Ren, Qiang; Tong, Xiwen; Zhang, Xia; Kang, Le",Paternal epigenetic effects of population density on locust phase-related characteristics associated with heat-shock protein expression,MOLECULAR ECOLOGY,2015,24,851-862,10.1111/mec.13072
107,N,"Schlichting, Carl D.; Wund, Matthew A.",Phenotypic plasticity and epigenetic marking: An assessment of evidence for genetic accommodation,EVOLUTION,2014,68,656-672,10.1111/evo.12348
108,N,"Gebhardt, M. D.; Stearns, S. C.",Phenotypic plasticity for life-history traits in Drosophila-melanogaster. II. Epigenetic mechanisms and the scaling of variances,JOURNAL OF EVOLUTIONARY BIOLOGY,1993,6,17-29,10.1046/j.1420-9101.1993.6010017.x
109,N,"Weiner, Agnes K.M.; Ceron-Romero, Mario A.; Yan, Ying; Katz, Laura A.",Phylogenomics of the Epigenetic Toolkit Reveals Punctate Retention of Genes across Eukaryotes,GENOME BIOLOGY AND EVOLUTION,2020,12,2196-2210,10.1093/gbe/evaa198
110,N,"Goeoghegan, Jemma, L.; Spencer, Hamish G.",Population-epigenetic models of selection,THEORETICAL POPULATION BIOLOGY,2012,81,232-242,10.1016/j.tpb.2011.08.001
111,N,"Sand, Seaward A.",Position effects and genetic code in relation to epigenetic systems,AMERICAN NATURALIST,1961,95,235-243,10.1086/282181
113,N,"Xue, Hao; Wei, Zhen; Chen, Kunqi; Tang, Yujiao; Wu, Xiangyu; Su, Jionglong; Meng, Jia",Prediction of RNA Methylation Status From Gene Expression Data Using Classification and Regression Methods,EVOLUTIONARY BIOINFORMATICS,2020,16,5-Jan,10.1177/1176934320915707
114,N,"Shadkami, F.; Helleur, R. J.; Cox, R. M",Profiling secondary metabolites of needles of ozone-fumigated white pine (Pinus strobus) clones by thermally assisted hydrolysis/methylation GC/MS,JOURNAL OF CHEMICAL ECOLOGY,2007,33,1467-1476,10.1007/s10886-007-9314-1
115,N,"Cowley, David E.; Atchley, William R.","Quantitative genetic models for development, epigenetic selection, and phenotypic evolution",EVOLUTION,1992,46,495-518,10.2307/2409867
116,Y,"Fellous, A., T. Labed-Veydert, M. Locrel, A.-S. Voisin, R. L. Earley and F. Silvestre","DNA methylation in adults and during development of the self-fertilizing mangrove rivulus, Kryptolebias marmoratus",ECOLOGY AND EVOLUTION,2018,8,6016-6033,10.1002/ece3.4141
117,N,"Cardoso-Junior, Carlos Antônio Mendes; Ronai, Isobel; Hartfelder, Klaus; Oldroyd, Benjamin P. ",Queen pheromone modulates the expression of epigenetic modifier genes in the brain of honeybee workers,BIOLOGY LETTERS,2020,16,20200440,10.1098/rsbl.2020.0440
118,N,"Czarnetzki, Alfred",Question of correlation between size of epigenetic distance and degree of allopatry in different populations,JOURNAL OF HUMAN EVOLUTION,1975,4,483-489,10.1016/0047-2484(75)90146-3
119,N,"Ansorge, Hermann; Ranyuk, Maryana; Kauhala, Kaarina; Kowalczyk, Rafal; Stier, Norman","Racoon dog, Nyctereutes procyonoides, populations in the area of origin and in colonised regions - the epigenetic variability of an immigrant",ANNALES ZOOLOGICI FENNICI,2009,46,51-62,10.5735/086.046.0106
120,N,"Feuerbach, Lars; Lyngso, Rune B.; Lengauer, Thomas; Hein, Jotun",Reconstructing the Ancestral Germ Line Methylation State of Young Repeats,MOLECULAR BIOLOGY AND EVOLUTION,2011,28,1777-1784,10.1093/molbev/msr001
121,Y,"Foust, C. M., V. Preite, A. W. Schrey, M. Alvarez, M. H. Robertson, K. J. F. Verhoeven and C. L. Richards",Genetic and epigenetic differences associated with environmental gradients in replicate populations of two salt marsh perennials,MOLECULAR ECOLOGY,2016,25,1639-1652,10.1111/mec.13522
122,N,"Tamayo-Ordóñez, Y.J.; Narváez-Zapata, J.A.; Tamayo-Ordóñez, M.C.; Sánchez-Teyer, L.F.",Retroelements and DNA Methylation Could Contribute to Diversity of 5S rDNA in Agave L.,JOURNAL OF MOLECULAR EVOLUTION,2018,86,404-423,10.1007/s00239-018-9856-6
123,N,"McClelland, M.",Selection against dam methylation sites in the genomes of DNA of enterobacteriophages,JOURNAL OF MOLECULAR EVOLUTION,1985,21,317-322,10.1007/BF02115649
124,N,"Rice, William R.; Friberg, Urban; Gavrilets, Sergey",Sexually antagonistic epigenetic marks that canalize sexually dimorphic development,MOLECULAR ECOLOGY,2016,25,1812-1822,10.1111/mec.13490
125,N,"Zajitschek, Susanne; Hotzy, Cosima; Zajitschek, Felix; Immler, Simone",Short-term variation in sperm competition causes sperm-mediated epigenetic effects on early offspring performance in the zebrafish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2014,281,20140422,10.1098/rspb.2014.0422
126,N,"Hanski, Ilkka; Kuitunen, Juhani",Shrews on small islands - Epigenetic variation elucidates population stability,HOLARCTIC ECOLOGY,1986,9,193-204,
127,N,"Angers, Bernard; Perez, Maeva; Menicucci, Tatiana; Leung, Christelle",Sources of epigenetic variation and their applications in natural populations,EVOLUTIONARY APPLICATIONS,2020,13,1262-1278,10.1111/eva.12946
128,N,"Chen, Chuan; Li, Lingyan; Huang, Ke; Zhang, Jun; Xie, Wan-Ying; Lu, Yahai; Dong, Xiuzhu; Zhao, Fang-Jie",Sulfate-reducing bacteria and methanogens are involved in arsenic methylation and demethylation in paddy soils,ISME JOURNAL,2019,13,2523-2535,10.1038/s41396-019-0451-7
129,N,"Yu, Ri-Qing; Reinfelder, John R.; Hines, Mark E.;  Barkay, Tamar",Syntrophic pathways for microbial mercury methylation,ISME JOURNAL,2018,12,1826-1835,10.1038/s41396-018-0106-0
130,N,"Smithson, Mark W.; Dybdahl, Mark F.; Nuismer, Scott L.",The adaptive value of epigenetic mutation: Limited in large but high in small peripheral populations,JOURNAL OF EVOLUTIONARY BIOLOGY,2019,32,1391-1405,10.1111/jeb.13535
131,N,"Fernandez, Agustin F.; Torano, Estela Garcia; Urdinguio, Rocio Gonzalez; Lana, Abel Gayo; Fernandez, Ignacio Arnott; Fraga, Mario F.",The Epigenetic Basis of Adaptation and Responses to Environmental Change: Perspective on Human Reproduction,REPRODUCTIVE SCIENCES IN ANIMAL CONSERVATION: PROGRESS AND PROSPECTS,2014,753,97-117,10.1007/978-1-4939-0820-2_6
132,N,"Saunders, P. T.",The epigenetic landscape and evolution,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1990,39,125-134,10.1111/j.1095-8312.1990.tb00507.x
133,N,"Geoghegan, Jemma L.; Spencer, Hamish G.",The evolutionary potential of paramutation: A population-epigenetic model,THEORETICAL POPULATION BIOLOGY,2013,88,19-Sep,10.1016/j.tpb.2013.05.003
134,N,"de la Rosa, Laura Nuno; Muller, G.; Metscher, B.",The lateral mesodermal divide: an epigenetic model of the origin of paired fins,EVOLUTION & DEVELOPMENT,2014,16,38-48,10.1111/ede.12061
135,N,"Cropley, Jennifer E.; Dang, Thurston H. Y.; Martin, David I. K.; Suter, Catherine M.",The penetrance of an epigenetic trait in mice is progressively yet reversibly increased by selection and environment,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2012,279,2347-2353,10.1098/rspb.2011.2646
136,Y,"Gonzalez, A. P. R., V. Preite, K. J. F. Verhoeven and V. Latzel",Transgenerational Effects and Epigenetic Memory in the Clonal Plant Trifolium repens,FRONTIERS IN PLANT SCIENCE,2018,9,1677,10.3389/fpls.2018.01677
137,N,"Shea, N; Pen, I.; Uller, T.",Three epigenetic information channels and their different roles in evolution,JOURNAL OF EVOLUTIONARY BIOLOGY,2011,24,1178-1187,10.1111/j.1420-9101.2011.02235.x
138,N,"Turley, Kevin; Simons, Evan A.; Frost, Stephen R.",Trajectory analysis among African hominoids can provide insights into genetic and epigenetic influences during ontogeny,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2018,167,173-177,10.1002/ajpa.23625
139,N,"Glinsky, Gennadi V.",Transposable Elements and DNA Methylation Create in Embryonic Stem Cells Human-Specific Regulatory Sequences Associated with Distal Enhancers and Noncoding RNAs,GENOME BIOLOGY AND EVOLUTION,2015,7,1432-1454,10.1093/gbe/evv081
140,Y,"Groot, M. P., N. Wagemaker, N. J. Ouborg, K. J. F. Verhoeven and P. Vergeer",Epigenetic population differentiation in field- and common garden-grown Scabiosa columbaria plants,ECOLOGY AND EVOLUTION,2018,8,3505-3517,10.1002/ece3.3931
141,N,"Zhang, Yuan-Ye; Latzel, Vit; Fischer, Markus; Bossdorf, Oliver","Understanding the evolutionary potential of epigenetic variation: a comparison of heritable phenotypic variation in epiRILs, RILs, and natural ecotypes of Arabidopsis thaliana",HEREDITY,2018,121,257-265,10.1038/s41437-018-0095-9
142,N,"Uller, Tobias; English, Sinead; Pen, Ido",When is incomplete epigenetic resetting in germ cells favoured by natural selection?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,282,20150682,10.1098/rspb.2015.0682
143,N,"Smithson, Mark; Thorson, Jennifer L. M.; Sadler-Riggleman, Ingrid; Beck, Daniel; Skinner, Michael K.; Dybdahl, Mark",Between-Generation Phenotypic and Epigenetic Stability in a Clonal Snail,GENOME BIOLOGY AND EVOLUTION,2020,12,1604-1615,10.1093/gbe/evaa181
144,N,"Liberman, Shayna A.; Mashoodh, Rahia; Thompson, Robert C.; Dolinoy, Dana C.; Champagne, Frances A.",Concordance in hippocampal and fecal Nr3c1 methylation is moderated by maternal behavior in the mouse,ECOLOGY AND EVOLUTION,2012,2,3123-3131,10.1002/ece3.416
145,N,"Snell-Rood, Emilie C.; Troth, Ashley; Moczek, Armin P.",DNA Methylation as a Mechanism of Nutritional Plasticity: Limited Support From Horned Beetles,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,2013,320,22-34,10.1002/jez.b.22479
146,Y,"Hagmann, J., C. Becker, J. Mueller, O. Stegle, R. C. Meyer, G. Wang, K. Schneeberger, J. Fitz, T. Altmann, J. Bergelson, K. Borgwardt and D. Weigel",Century-scale Methylome Stability in a Recently Diverged Arabidopsis thaliana Lineage,Plos Genetics,2015,11,e1004920,10.1371/journal.pgen.1004920
147,N,"Lauby, Samantha; McGowan, Patrick O.",Early life variations in temperature exposure affect the epigenetic regulation of the paraventricular nucleus in female rat pups,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2020,287,20201991,10.1098 spb.2020.1991
148,N,"Kotenkova, Elena; Romachenko, Alex; Ambaryan, Alexander; Maltsev, Aleksei",Effect of early experience on neuronal and behavioral responses to con- and heterospecific odors in closely related Mus taxa: epigenetic contribution in formation of precopulatory isolation,BMC EVOLUTIONARY BIOLOGY,2019,19,51,10.1186/s12862-019-1373-8
149,N,"Levina, A.S.; Shiryaeva, N. V.; Vaido, A. I.; Dyuzhikova, N. A.",Effect of NMDA receptor activity on histone H3 methylation and its asymmetry in the hippocampal pyramidal neurons of rats with different excitability thresholds under normal and stress conditions,JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,2013,49,615-623,10.1134/S0022093013060091
150,N,"Kronholm, Ilkka; Bassett, Andrew; Baulcombe, David; Collins, Sinead",Epigenetic and Genetic Contributions to Adaptation in Chlamydomonas,MOLECULAR BIOLOGY AND EVOLUTION,2017,34,2285-2306,10.1093/molbev/msx166
151,Y,"He, X. J., L. B. Zhou, Q. Z. Pan, A. B. Barron, W. Y. Yan and Z. J. Zeng",Making a queen: an epigenetic analysis of the robustness of the honeybee (Apis mellifera) queen developmental pathway,MOLECULAR ECOLOGY,2017,26,1598-1607,10.1111/mec.13990
151,N,"Renaud, Sabrina; Auffray, Jean-Christophe",Epigenetic effects on the mouse mandible: common features and discrepancies in remodeling due to muscular dystrophy and response to food consistency,BMC EVOLUTIONARY BIOLOGY,2010,10,28,10.1186/1471-2148-10-28
152,N,"Stajic, Dragan; Perfeito, Lilia; Jansen, Lars E. T.",Epigenetic gene silencing alters the mechanisms and rate of evolutionary adaptation,NATURE ECOLOGY & EVOLUTION,2019,3,491-498,10.1038/s41559-018-0781-2
153,N,"Kinnally, E. L.",Epigenetic Plasticity Following Early Stress Predicts Long-Term Health Outcomes in Rhesus Macaques,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2014,155,192-199,10.1002/ajpa.22565
154,N,"Schield, Drew R.; Walsh, Matthew R.; Card, Daren C.; Andrew, Audra L.; Adams, Richard H.; Castoe, Todd A.",EpiRADseq: scalable analysis of genomewide patterns of methylation using next-generation sequencing,METHODS IN ECOLOGY AND EVOLUTION,2016,7,60-69,10.1111/2041-210X.12435
155,N,"Jenkins, Adam M.; Muskavitch, Marc A. T.",Evolution of an Epigenetic Gene Ensemble within the Genus Anopheles,GENOME BIOLOGY AND EVOLUTION,2015,7,901-915,10.1093/gbe/evv041
156,N,"Rodriguez-Martinez, Sol; Galvan, Ismael",Exposure to a competitive social environment activates an epigenetic mechanism that limits pheomelanin synthesis in zebra finches,MOLECULAR ECOLOGY,2019,28,3698-3708,10.1111/mec.15171
157,N,"O'Sullivan, Fiona M.; Murphy, Susan K.; Simel, Lauren R.; McCann, Amanda; Callanan, John J.; Nolan, Catherine M.","Imprinted expression of the canine IGF2R, in the absence of an anti-sense transcript or promoter methylation",EVOLUTION & DEVELOPMENT,2007,9,579-589,10.1111/j.1525-142X.2007.00198.x
158,N,"Herman, J. J. and S. E. Sultan",DNA methylation mediates genetic variation for adaptive transgenerational plasticity,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,283,20160988,10.1098 spb.2016.0988
159,N,"Koyanagi, Kanako O.",Inferring Cell Differentiation Processes Based on Phylogenetic Analysis of Genome-Wide Epigenetic Information: Hematopoiesis as a Model Case,GENOME BIOLOGY AND EVOLUTION,2015,7,699-705,10.1093/gbe/evv024
160,Y,"Herrera, C. M. and P. Bazaga","Untangling individual variation in natural populations: ecological, genetic and epigenetic correlates of long-term inequality in herbivory",MOLECULAR ECOLOGY,2011,20,1675-1688,10.1111/j.1365-294X.2011.05026.x
161,Y,"Herrera, C. M. and P. Bazaga",Epigenetic correlates of plant phenotypic plasticity: DNA methylation differs between prickly and nonprickly leaves in heterophyllous Ilex aquifolium (Aquifoliaceae) trees,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,2013,171,441-452,10.1111/boj.12007
162,Y,"Herrera, C. M. and P. Bazaga",Genetic and epigenetic divergence between disturbed and undisturbed subpopulations of a Mediterranean shrub: a 20-year field experiment,ECOLOGY AND EVOLUTION,2016,6,3832-3847,10.1002/ece3.2161
163,Y,"Herrera, C. M., C. Alonso, M. Medrano, R. Perez and P. Bazaga",Transgenerational epigenetics: Inheritance of global cytosine methylation and methylation-related epigenetic markers in the shrub Lavandula latifolia,AMERICAN JOURNAL OF BOTANY,2018,105,741-748,10.1002/ajb2.1074
164,Y,"Herrera, C. M., M. Medrano and P. Bazaga","Variation in DNA methylation transmissibility, genetic heterogeneity and fecundity-related traits in natural populations of the perennial herb Helleborus foetidus",MOLECULAR ECOLOGY,2014,23,1085-1095,10.1111/mec.12679
165,N,"Housman, Genevieve; Quillen, Ellen E.; Stone, Anne C.",Intraspecific and interspecific investigations of skeletal DNA methylation and femur morphology in primates,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2020,173,34-49,10.1002/ajpa.24041
166,N,"Li, Cencen; Wang, Xiao; Cai, Huimin; Fu, Yuhua; Luan, Yu; Wang, Wen; Xiang, Hui; Li, Changchun",Molecular microevolution and epigenetic patterns of the long non-coding gene H19 show its potential function in pig domestication and breed divergence,BMC EVOLUTIONARY BIOLOGY,2016,16,87,10.1186/s12862-016-0657-5
167,N,"Schultz, Carolin L.; Wamucho, Anye; Tsyusko, Olga V.; Unrine, Jason M.; Crossley, Alison; Svendsen, Claus; Spurgeon, David J.",Multigenerational exposure to silver ions and silver nanoparticles reveals heightened sensitivity and epigenetic memory in Caenorhabditis elegans,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,283,20152911,10.1098 spb.2015.2911
168,N,"Hegarty, Matthew J.; Batstone, Tom; Barker, Gary L.; Edwards, Keith J.; Abbott, Richard J.; Hiscock, Simon J.",Nonadditive changes to cytosine methylation as a consequence of hybridization and genome duplication in Senecio (Asteraceae),MOLECULAR ECOLOGY,2011,20,105-113,10.1111/j.1365-294X.2010.04926.x
170,Y,"Hu, J., F. Perez-Jvostov, L. Blondel and R. D. H. Barrett",Genome-wide DNA methylation signatures of infection status in Trinidadian guppies (Poecilia reticulata),MOLECULAR ECOLOGY,2018,27,3087-3102,10.1111/mec.14771
172,Y,"Huang, C.-L., J.-H. Chen, M.-H. Tsang, J.-D. Chung, C.-T. Chang and S.-Y. Hwang",Influences of environmental and spatial factors on genetic and epigenetic variations in Rhododendron oldhamii (Ericaceae),TREE GENETICS & GENOMES,2015,11,823,10.1007/s11295-014-0823-0
173,N,"Hoglund, Audrey; Henriksen, Rie; Fogelholm, Jesper; Churcher, Allison M.; Guerrero-Bosagna, Carlos M.; Martinez-Barrio, Alvaro; Johnsson, Martin; Jensen, Per; Wright, Dominic",The methylation landscape and its role in domestication and gene regulation in the chicken,NATURE ECOLOGY & EVOLUTION,2020,4,1713-1724,10.1038/s41559-020-01310-1
174,Y,"Huang, X., S. Li, P. Ni, Y. Gao, B. Jiang, Z. Zhou and A. Zhan",Rapid response to changing environments during biological invasions: DNA methylation perspectives,MOLECULAR ECOLOGY,2017,26,6621-6633,10.1111/mec.14382
176,Y,"Ito, H., T. Udono, S. Hirata and M. Inoue-Murayama",Estimation of chimpanzee age based on DNA methylation,SCIENTIFIC REPORTS,2018,8,9998,10.1038/s41598-018-28318-9
178,N,"Polak, Michal; Stillabower, Elizabeth M.","The relationship between genotype, developmental stability and mating performance: disentangling the epigenetic causes",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2004,271,1815-1821,10.1098 spb.2004.2786
192,Y,"Keller, T. E., J. R. Lasky and S. V. Yi",The multivariate association between genomewide DNA methylation and climate across the range of Arabidopsis thaliana,MOLECULAR ECOLOGY,2016,25,1823-1837,10.1111/mec.13573
194,Y,"Kesaniemi, J. E., L. Heikkinen and K. E. Knott",DNA Methylation and Potential for Epigenetic Regulation in Pygospio elegans,PLOS ONE,2016,11,e0151863,10.1371/journal.pone.0151863
217,Y,"Laine, V. N., T. I. Gossmann, K. M. Schachtschneider, C. J. Garroway, O. Madsen, K. J. F. Verhoeven, V. de Jager, H.-J. Megens, W. C. Warren, P. Minx, R. P. M. A. Crooijmans, P. Corcoran, B. C. Sheldon, J. Slate, K. Zeng, K. van Oers, M. E. Visser and M. A. M. Groenen",Evolutionary signals of selection on cognition from the great tit genome and methylome,NATURE COMMUNICATION,2016,7,10474,10.1038/ncomms10474
225,Y,"Lea, A. J., J. Altmann, S. C. Alberts and J. Tung",Resource base influences genome-wide DNA methylation levels in wild baboons (Papio cynocephalus),MOLECULAR ECOLOGY,2016,25,1681-1696,10.1111/mec.13436
231,Y,"Lele, L., D. Ning, P. Cuiping, G. Xiao and G. Weihua",Genetic and epigenetic variations associated with adaptation to heterogeneous habitat conditions in a deciduous shrub,ECOLOGY AND EVOLUTION,2018,8,2594-2606,10.1002/ece3.3868
240,Y,"Liu, L., C. Pei, S. Liu, X. Guo, N. Du and W. Guo",Genetic and epigenetic changes during the invasion of a cosmopolitan species (Phragmites australis),ECOLOGY AND EVOLUTION,2018,8,6615-6624,10.1002/ece3.4144
252,Y,"Marshall, H., Lonsdale, Z. N., & Mallon, E. B. ",Methylation and gene expression differences between reproductive and sterile bumblebee workers,EVOLUTION LETTERS,2019,3,485-499,10.1002/evl3.129
254,Y,"Mastan, S. G., M. S. Rathore, V. D. Bhatt, J. Chikara and A. Ghosh",DNA methylation and methylation polymorphism in ecotypes of Jatropha curcas L. using methylation-sensitive AFLP markers,MOLECULAR BIOLOGY REPORTS,2014,41,8261-8271,10.1007/s11033-014-3734-0
